UserID,Gender,Age,Occupation,Zip-Code
1002,Male,50-55,11,07043
1003,Male,25-34,2,19320
1004,Male,25-34,3,95136
1005,Male,35-44,11,08003
1006,Male,18-24,4,53220
1007,Male,50-55,12,01960
1008,Male,35-44,3,77064
1009,Male,50-55,7,48315
1010,Male,25-34,0,10310
1011,Male,25-34,8,92115
1012,Female,35-44,1,30004
1013,Male,56+,13,02576
1014,Female,45-49,17,03054
1015,Male,35-44,3,11220
1016,Male,56+,16,60044
1017,Male,35-44,0,30906
1018,Male,18-24,4,95616
1019,Male,35-44,1,60640
1020,Male,18-24,20,93455
1021,Male,35-44,0,94559
1022,Male,25-34,3,00918
1023,Male,56+,13,92675
1024,Female,35-44,1,74135
1025,Male,25-34,16,34677
1026,Female,45-49,0,19130
1027,Male,18-24,4,77005
1028,Female,45-49,7,03848
1029,Male,25-34,0,20015
1030,Male,25-34,7,97303
1031,Male,35-44,16,19803
1032,Male,50-55,16,19425
1033,Male,25-34,5,60076
1034,Female,35-44,1,82601
1035,Male,18-24,2,15956
1036,Male,35-44,7,28036
1037,Male,45-49,7,02081
1038,Female,56+,15,20194
1039,Female,35-44,1,02346
1040,Male,25-34,11,76309
1041,Male,45-49,2,94306
1042,Male,35-44,5,92801
1043,Female,50-55,11,87004
1044,Male,25-34,20,72701
1045,Female,<18,10,77477
1046,Male,56+,18,53404-1230
1047,Male,18-24,0,62225
1048,Male,35-44,6,75225
1049,Male,45-49,14,95002
1050,Male,25-34,1,97302
1051,Female,25-34,0,60513
1052,Female,35-44,2,75214
1053,Male,35-44,0,18360
1054,Male,<18,10,75040
1055,Male,35-44,0,91505
1056,Male,<18,0,48133
1057,Male,45-49,17,73069
1058,Male,25-34,1,97321
1059,Female,25-34,0,97213
1060,Male,18-24,10,11235
1061,Male,45-49,0,46060
1062,Male,50-55,19,59457
1063,Male,35-44,7,50265
1064,Male,25-34,7,91344
1065,Female,25-34,0,94402
1066,Male,45-49,12,02151
1067,Male,35-44,12,94402
1068,Female,18-24,4,77581
1069,Male,25-34,20,98105
1070,Female,45-49,2,20036
1071,Male,50-55,16,13045
1072,Female,35-44,7,07601
1073,Female,25-34,6,72211
1074,Male,45-49,17,48073
1075,Female,25-34,6,60660
1076,Female,25-34,3,27606
1077,Male,25-34,3,60660
1078,Female,45-49,9,95661
1079,Male,25-34,7,98115
1080,Male,56+,7,08854
1081,Male,18-24,4,68144-2410
1082,Male,45-49,7,48170
1083,Male,56+,0,27705
1084,Male,<18,19,03226
1085,Male,25-34,7,34695
1086,Male,18-24,4,98225
1087,Male,25-34,16,08826
1088,Female,<18,10,98103
1089,Male,35-44,6,37853
1090,Male,25-34,7,94105
1091,Male,18-24,5,345567
1092,Female,18-24,4,49525
1093,Male,50-55,14,60504
1094,Female,18-24,0,92626
1095,Female,56+,6,08753
1096,Male,<18,10,80439
1097,Male,18-24,17,92109
1098,Male,35-44,7,94945
1099,Male,25-34,17,77059
1100,Male,25-34,0,60090
1101,Male,35-44,1,06417
1102,Male,18-24,1,55408
1103,Female,45-49,7,60605
1104,Male,35-44,11,10023
1105,Male,35-44,6,48105
1106,Male,18-24,4,90241
1107,Female,50-55,1,02324
1108,Male,56+,1,93003
1109,Male,18-24,10,45904
1110,Female,56+,6,77005
1111,Female,50-55,16,44319
1112,Male,18-24,6,19104
1113,Male,18-24,4,97215
1114,Female,18-24,9,75801
1115,Female,25-34,1,60551
1116,Male,25-34,15,92121
1117,Male,18-24,14,10017
1118,Male,50-55,13,02718
1119,Male,35-44,1,90504
1120,Male,18-24,4,95616
1121,Male,56+,7,78701
1122,Male,56+,14,02632
1123,Male,50-55,0,91789
1124,Male,25-34,2,60156
1125,Female,18-24,4,53715
1126,Male,56+,16,13031
1127,Male,25-34,0,11788
1128,Male,25-34,1,72701
1129,Male,35-44,17,22309
1130,Male,18-24,7,60012
1131,Male,56+,13,12570
1132,Male,18-24,12,98225
1133,Male,18-24,2,90038
1134,Male,18-24,20,19114
1135,Male,50-55,13,98201
1136,Female,35-44,7,90274
1137,Male,18-24,4,13165
1138,Male,18-24,12,12047
1139,Male,25-34,1,93420-2852
1140,Female,45-49,2,73069
1141,Female,25-34,3,84770
1142,Male,18-24,1,43623
1143,Male,50-55,7,94024
1144,Male,25-34,7,94025
1145,Male,50-55,3,92103
1146,Female,18-24,16,80260
1147,Male,25-34,20,98101
1148,Male,35-44,17,92618
1149,Male,25-34,12,98103
1150,Female,25-34,20,75226
1151,Male,25-34,15,46805
1152,Male,18-24,4,30328
1153,Male,18-24,10,33024
1154,Female,<18,10,53545
1155,Male,25-34,12,90278
1156,Female,50-55,2,33334
1157,Male,45-49,7,30253
1158,Female,35-44,1,98026
1159,Male,18-24,0,48314
1160,Male,18-24,14,07017
1161,Male,25-34,0,10025
1162,Female,35-44,0,97213
1163,Male,<18,10,70448
1164,Female,25-34,19,90020
1165,Male,25-34,12,45014
1166,Male,56+,6,94030
1167,Female,50-55,1,55126
1168,Female,25-34,0,94109
1169,Male,25-34,20,94402
1170,Male,56+,3,10023
1171,Male,45-49,12,94114
1172,Female,25-34,0,61801
1173,Female,25-34,7,10019
1174,Female,18-24,16,91780
1175,Female,25-34,2,90020
1176,Male,56+,1,44256
1177,Female,25-34,17,01453
1178,Male,56+,0,48186
1179,Male,50-55,1,91030
1180,Female,50-55,20,95503
1181,Male,35-44,7,20716
1182,Male,<18,10,91326
1183,Male,35-44,19,94598
1184,Female,25-34,4,92354
1185,Female,35-44,1,97374
1186,Male,18-24,19,98502
1187,Female,<18,0,90210
1188,Male,45-49,7,72212
1189,Male,25-34,0,85712
1190,Male,45-49,0,98031
1191,Female,35-44,0,98117
1192,Male,50-55,16,98103
1193,Male,25-34,12,90712
1194,Female,25-34,1,95617
1195,Female,<18,10,13907
1196,Female,18-24,14,22203
1197,Male,35-44,1,44077
1198,Male,<18,10,49544
1199,Male,50-55,13,77459
1200,Male,<18,0,97222
1201,Male,18-24,4,84112-2004
1202,Male,35-44,12,97006
1203,Female,25-34,1,06417
1204,Male,25-34,7,95076
1205,Female,56+,0,46814
1206,Female,50-55,7,33764
1207,Male,50-55,0,43617
1208,Male,25-34,0,12590
1209,Male,35-44,7,94127
1210,Male,25-34,17,27519
1211,Male,18-24,4,10027
1212,Female,50-55,1,60089
1213,Male,50-55,0,91505
1214,Male,56+,13,94558
1215,Male,35-44,17,23602
1216,Male,25-34,2,90292
1217,Male,25-34,12,94118
1218,Male,56+,15,13207
1219,Male,25-34,7,12206
1220,Male,<18,10,48073
1221,Male,18-24,0,19134
1222,Male,35-44,0,52162
1223,Male,25-34,2,60102
1224,Male,50-55,13,02125
1225,Male,45-49,7,61081
1226,Male,18-24,20,07087
1227,Male,50-55,1,90027
1228,Male,25-34,1,94720
1229,Female,25-34,4,48219
1230,Male,25-34,11,95125
1231,Male,25-34,12,60515
1232,Female,18-24,4,43235
1233,Female,45-49,20,94519
1234,Male,18-24,4,91006
1235,Female,25-34,7,94043
1236,Female,25-34,1,48316
1237,Male,18-24,4,32720
1238,Female,35-44,20,11215
1239,Female,25-34,20,50111
1240,Female,18-24,14,02144
1241,Male,<18,10,11803
1242,Female,35-44,0,10014
1243,Male,35-44,15,92627
1244,Male,25-34,4,22030
1245,Male,25-34,17,80461
1246,Male,18-24,4,98225
1247,Male,35-44,0,92649
1248,Female,35-44,20,94598
1249,Male,35-44,2,94587
1250,Male,50-55,0,10573
1251,Male,25-34,7,48188
1252,Male,56+,13,94134
1253,Female,35-44,20,76205
1254,Female,18-24,1,02144
1255,Male,25-34,17,94110
1256,Male,25-34,20,10002
1257,Female,18-24,14,84101
1258,Male,45-49,7,20879
1259,Male,35-44,7,2020010
1260,Male,25-34,17,28262
1261,Male,18-24,4,40205
1262,Male,25-34,4,22903
1263,Male,<18,10,81301
1264,Male,25-34,1,53711
1265,Female,18-24,20,49321
1266,Male,25-34,4,18104
1267,Male,25-34,15,12203
1268,Male,50-55,2,10028
1269,Female,56+,13,01234
1270,Male,25-34,6,12230
1271,Female,45-49,6,54401
1272,Male,18-24,20,49506
1273,Male,35-44,2,19123
1274,Male,45-49,7,37343
1275,Male,50-55,17,39567
1276,Male,35-44,17,94041
1277,Female,18-24,0,06360
1278,Male,18-24,4,98312
1279,Male,35-44,1,98502
1280,Male,<18,10,97801
1281,Male,25-34,19,97209
1282,Male,50-55,1,98541
1283,Female,18-24,1,94607
1284,Male,45-49,16,33334
1285,Male,35-44,4,98125
1286,Male,35-44,17,92630
1287,Female,50-55,7,94611
1288,Female,35-44,19,92867
1289,Male,45-49,6,78750
1290,Male,35-44,0,91504
1291,Female,35-44,0,10011
1292,Male,25-34,7,94904
1293,Male,25-34,5,60074
1294,Female,50-55,20,11217
1295,Female,35-44,6,90036
1296,Male,<18,0,75244
1297,Male,25-34,7,92109
1298,Male,35-44,6,33615
1299,Male,25-34,14,02038
1300,Male,<18,10,97201
1301,Female,25-34,2,10475
1302,Male,18-24,4,85282
1303,Male,25-34,19,94111
1304,Male,25-34,14,97203
1305,Male,45-49,20,94121
1306,Male,25-34,3,64068
1307,Male,56+,13,75703
1308,Male,<18,10,75082
1309,Male,25-34,14,76051
1310,Male,45-49,0,92866
1311,Male,18-24,10,90274
1312,Male,25-34,14,60153
1313,Male,18-24,4,43214
1314,Female,18-24,4,68154
1315,Male,35-44,7,75214
1316,Male,50-55,2,50310
1317,Male,45-49,7,98028
1318,Male,18-24,16,94014
1319,Female,25-34,3,98626
1320,Male,25-34,4,22030
1321,Female,25-34,14,34639
1322,Male,56+,0,94043
1323,Female,35-44,2,11218
1324,Male,35-44,16,07030
1325,Male,25-34,1,75230
1326,Female,25-34,0,98115
1327,Male,<18,10,12159
1328,Male,35-44,14,60657
1329,Male,18-24,14,60194
1330,Male,56+,1,95117
1331,Male,45-49,0,12065
1332,Male,25-34,7,02840
1333,Male,25-34,17,06460
1334,Male,50-55,7,10805
1335,Male,35-44,0,14228
1336,Female,50-55,20,95051
1337,Male,56+,17,97146
1338,Male,25-34,0,94108
1339,Male,35-44,18,85275
1340,Male,25-34,7,14302
1341,Male,18-24,7,11434
1342,Male,35-44,0,94560
1343,Male,35-44,14,91324
1344,Female,25-34,9,43420
1345,Female,25-34,2,75070
1346,Male,35-44,20,27607
1347,Female,18-24,1,11375
1348,Female,<18,10,04240
1349,Male,50-55,7,13088
1350,Female,35-44,0,90278
1351,Female,25-34,17,98034
1352,Male,35-44,20,94122
1353,Male,<18,10,95926
1354,Female,25-34,2,94040
1355,Female,45-49,20,04240
1356,Female,18-24,4,91706
1357,Male,45-49,0,34116
1358,Male,35-44,17,49508
1359,Male,35-44,1,10918
1360,Male,25-34,20,14895
1361,Female,25-34,0,97401
1362,Male,35-44,12,75069
1363,Male,50-55,7,01915
1364,Female,45-49,2,97214
1365,Female,<18,10,61665
1366,Male,<18,10,89509
1367,Male,25-34,12,53707
1368,Female,25-34,3,50266
1369,Male,25-34,5,12308
1370,Male,35-44,2,92821
1371,Female,50-55,2,60657
1372,Male,<18,10,95123
1373,Female,25-34,1,55104
1374,Male,50-55,1,91403
1375,Female,45-49,5,95136
1376,Female,45-49,1,32750
1377,Male,35-44,16,65270
1378,Female,45-49,7,21044
1379,Female,56+,13,93448
1380,Male,<18,10,58078
1381,Male,18-24,11,89170
1382,Female,45-49,1,92100
1383,Female,25-34,7,19806
1384,Male,18-24,10,98058
1385,Female,25-34,5,90262
1386,Female,25-34,0,07026
1387,Female,50-55,13,94702
1388,Male,56+,20,87107
1389,Male,25-34,17,19801
1390,Male,35-44,16,99352
1391,Male,35-44,15,20723
1392,Male,45-49,3,90006
1393,Male,18-24,4,06430
1394,Female,25-34,3,94117
1395,Male,25-34,2,07026
1396,Female,25-34,12,94530
1397,Male,35-44,7,55901
1398,Female,56+,16,94904
1399,Male,18-24,17,10804
1400,Male,25-34,7,92130
1401,Female,18-24,1,94578
1402,Male,18-24,4,90601
1403,Female,25-34,0,53713
1404,Male,50-55,16,91360
1405,Male,56+,13,33445
1406,Male,25-34,4,91911
1407,Female,35-44,15,53704
1408,Male,25-34,0,90046
1409,Male,18-24,4,97215
1410,Male,50-55,7,94404
1411,Male,35-44,1,08107
1412,Male,25-34,17,94089
1413,Male,18-24,3,98122
1414,Male,18-24,4,85035
1415,Male,45-49,14,22901
1416,Male,25-34,14,98101
1417,Male,35-44,16,10472
1418,Male,18-24,4,48197
1419,Female,25-34,1,95336
1420,Male,18-24,4,01375
1421,Female,<18,10,53704
1422,Male,35-44,17,55934
1423,Male,25-34,4,08540
1424,Male,35-44,0,28209
1425,Male,<18,10,08872
1426,Male,18-24,14,94070
1427,Male,25-34,12,21401
1428,Female,45-49,11,40204
1429,Female,35-44,3,11229
1430,Male,18-24,4,97215
1431,Male,56+,6,91011
1432,Male,35-44,1,94549
1433,Female,18-24,14,49505
1434,Female,<18,10,495321
1435,Male,25-34,14,48103
1436,Female,50-55,6,97005
1437,Male,50-55,3,89102
1438,Male,18-24,2,21222
1439,Male,35-44,3,98037
1440,Male,35-44,12,94520
1441,Male,35-44,16,54729
1442,Male,18-24,2,12345
1443,Male,35-44,2,98055
1444,Female,25-34,4,91106
1445,Male,25-34,2,98109
1446,Male,35-44,12,10128
1447,Male,18-24,4,80521
1448,Female,25-34,3,17522
1449,Male,35-44,20,17112
1450,Male,18-24,4,94704
1451,Male,35-44,20,90012
1452,Female,56+,13,90732
1453,Male,25-34,14,19444
1454,Male,18-24,4,93117
1455,Female,45-49,0,92126
1456,Male,25-34,2,98074
1457,Male,25-34,1,95472
1458,Male,<18,0,08055
1459,Female,25-34,0,80027
1460,Female,18-24,4,95132
1461,Female,45-49,0,94115
1462,Male,35-44,16,95405
1463,Male,50-55,16,92612-3417
1464,Male,35-44,12,75063
1465,Male,50-55,16,93003
1466,Male,18-24,4,29201
1467,Male,25-34,5,97007
1468,Male,<18,14,19147
1469,Male,56+,20,95420
1470,Male,18-24,4,94118
1471,Male,25-34,17,11106
1472,Male,25-34,7,90248
1473,Male,25-34,14,06511
1474,Male,25-34,4,98115
1475,Female,25-34,2,75075
1476,Female,18-24,0,91030
1477,Female,45-49,1,90601
1478,Male,<18,10,92620
1479,Female,50-55,2,94501
1480,Male,25-34,20,91367
1481,Male,35-44,17,77096
1482,Male,25-34,7,94132
1483,Male,18-24,4,54481
1484,Male,25-34,12,07054
1485,Female,25-34,9,80538
1486,Male,25-34,16,90638
1487,Male,35-44,7,07644
1488,Male,25-34,7,94538
1489,Female,35-44,2,60201
1490,Male,50-55,7,90505
1491,Male,18-24,4,06511
1492,Male,25-34,12,98102
1493,Female,25-34,14,60657
1494,Male,25-34,17,38104
1495,Male,18-24,0,77341
1496,Male,25-34,17,94108
1497,Male,50-55,5,80220
1498,Male,18-24,4,02139
1499,Male,<18,10,19343
1500,Male,25-34,17,98115
1501,Male,25-34,11,75801
1502,Male,18-24,4,12188
1503,Male,25-34,12,92688
1504,Male,18-24,19,22030
1505,Male,50-55,11,90041
1506,Male,25-34,7,08550
1507,Male,35-44,17,95476
1508,Female,<18,10,94539
1509,Male,<18,0,11803
1510,Female,25-34,1,48067
1511,Male,35-44,12,08902
1512,Male,25-34,20,11102
1513,Female,35-44,16,95003
1514,Male,18-24,4,97215
1515,Male,25-34,16,48324
1516,Female,25-34,12,53154
1517,Male,18-24,0,10002
1518,Male,25-34,2,95831
1519,Male,18-24,4,38120
1520,Male,25-34,17,94506
1521,Female,25-34,7,08902
1522,Male,35-44,20,10025
1523,Male,25-34,17,95209
1524,Male,18-24,4,06459
1525,Female,25-34,16,94706
1526,Male,56+,17,80538
1527,Male,18-24,10,78230
1528,Male,25-34,15,94903
1529,Male,18-24,4,97266
1530,Male,25-34,4,53711
1531,Male,45-49,17,60462
1532,Male,18-24,14,43613
1533,Male,45-49,1,71711
1534,Male,50-55,12,12184
1535,Female,18-24,20,90036
1536,Female,35-44,3,83001
1537,Male,18-24,20,02446
1538,Male,25-34,3,22601
1539,Male,25-34,3,02359
1540,Male,45-49,0,97214
1541,Male,56+,17,23464-3016
1542,Male,18-24,17,12054
1543,Male,25-34,11,10549
1544,Male,25-34,12,63146
1545,Male,25-34,20,20009
1546,Male,25-34,4,22903
1547,Male,56+,13,02115
1548,Male,35-44,1,53703
1549,Male,35-44,6,20901
1550,Male,18-24,4,11580
1551,Male,25-34,11,20008
1552,Male,45-49,20,10021
1553,Female,25-34,15,64116
1554,Female,35-44,12,17013
1555,Female,18-24,0,20008
1556,Male,18-24,4,48073
1557,Female,18-24,4,10039
1558,Male,18-24,6,60611
1559,Male,35-44,8,10014
1560,Female,25-34,3,85226
1561,Female,18-24,4,11214
1562,Male,18-24,20,43611
1563,Female,<18,10,87123
1564,Male,50-55,1,01096
1565,Male,45-49,17,78731
1566,Male,35-44,16,77550
1567,Male,25-34,12,06511
1568,Female,<18,10,94086
1569,Female,56+,13,07701
1570,Male,18-24,17,75093
1571,Male,25-34,20,98033
1572,Female,25-34,3,02155
1573,Male,<18,0,77479
1574,Male,25-34,6,81007
1575,Female,50-55,7,94949
1576,Female,45-49,9,85202
1577,Male,56+,0,72227-5733
1578,Male,18-24,4,22201
1579,Male,25-34,0,60201
1580,Female,18-24,4,76201
1581,Female,18-24,4,10003
1582,Male,18-24,0,10705
1583,Male,35-44,6,94115
1584,Male,25-34,19,45701
1585,Male,56+,20,92315
1586,Male,45-49,7,77351
1587,Female,25-34,3,30308
1588,Male,25-34,11,22043
1589,Male,25-34,0,95136
1590,Male,35-44,1,95003
1591,Male,50-55,7,26501
1592,Male,35-44,7,50111
1593,Male,25-34,16,78411
1594,Female,35-44,20,10013
1595,Male,35-44,1,92683-1892
1596,Female,18-24,5,48108
1597,Male,25-34,12,10002
1598,Male,35-44,13,76548
1599,Male,25-34,0,92646
1600,Male,35-44,7,08234
1601,Male,25-34,12,83001
1602,Female,25-34,7,10562
1603,Female,25-34,0,13326
1604,Male,25-34,11,50111
1605,Female,18-24,0,28270
1606,Female,35-44,3,55405
1607,Male,45-49,1,02135
1608,Male,25-34,11,75230
1609,Female,35-44,9,06830
1610,Male,25-34,11,55555
1611,Male,25-34,0,03867
1612,Male,25-34,17,11354
1613,Male,18-24,20,61801
1614,Male,35-44,0,90027
1615,Female,45-49,7,10022
1616,Male,25-34,0,16101
1617,Male,25-34,12,44060
1618,Male,50-55,0,44139
1619,Male,50-55,3,48843
1620,Male,25-34,20,48009
1621,Male,25-34,4,11423
1622,Male,18-24,4,53715
1623,Male,50-55,15,07746
1624,Male,25-34,0,06810
1625,Male,45-49,0,04330
1626,Male,18-24,4,10010
1627,Male,18-24,17,91505
1628,Male,18-24,20,90028
1629,Male,18-24,4,10003
1630,Male,45-49,17,91355
1631,Female,50-55,0,94514
1632,Male,25-34,16,94120
1633,Female,45-49,7,99701
1634,Female,56+,0,38340
1635,Male,25-34,0,97212
1636,Female,25-34,19,60612
1637,Male,56+,0,90049
1638,Female,18-24,17,95405
1639,Male,25-34,17,95405
1640,Male,35-44,17,95610
1641,Male,25-34,0,95819
1642,Male,50-55,13,62002
1643,Male,45-49,2,90813
1644,Male,18-24,12,90210
1645,Female,18-24,9,62225
1646,Male,25-34,20,90046
1647,Male,18-24,18,98118
1648,Male,50-55,14,85202
1649,Male,18-24,19,98034
1650,Male,25-34,19,94607
1651,Male,25-34,12,94520
1652,Male,25-34,16,98208
1653,Male,18-24,0,94044
1654,Female,45-49,0,94114
1655,Male,18-24,4,94507
1656,Male,25-34,17,94122
1657,Female,45-49,0,10022
1658,Female,35-44,6,94214
1659,Female,18-24,9,99703
1660,Female,25-34,2,94577
1661,Male,35-44,7,80526
1662,Male,25-34,12,94121
1663,Male,18-24,4,77845
1664,Female,18-24,4,76707
1665,Male,45-49,17,87505
1666,Male,25-34,14,15241
1667,Male,50-55,16,98516
1668,Male,35-44,2,95602
1669,Female,25-34,17,75006
1670,Female,56+,13,95320
1671,Male,35-44,0,98368
1672,Male,25-34,17,93933
1673,Male,<18,10,98043-3621
1674,Male,35-44,2,95816
1675,Female,25-34,6,97116
1676,Male,18-24,4,91301
1677,Male,18-24,14,97123
1678,Female,18-24,17,97070
1679,Male,25-34,12,98052
1680,Male,25-34,20,95380
1681,Male,18-24,4,78705
1682,Male,25-34,2,98102
1683,Female,25-34,7,98109
1684,Male,18-24,3,85226
1685,Male,35-44,12,95833
1686,Male,35-44,12,94062
1687,Male,25-34,3,85013
1688,Female,18-24,4,34243
1689,Male,35-44,5,98465
1690,Male,35-44,16,98029
1691,Female,25-34,17,85301
1692,Male,35-44,20,97333
1693,Male,25-34,12,98684
1694,Male,25-34,12,98116
1695,Male,25-34,1,97206
1696,Male,35-44,7,95765
1697,Female,18-24,4,98052
1698,Male,35-44,2,97214
1699,Female,25-34,19,98102
1700,Male,25-34,20,98119
1701,Female,25-34,4,97233
1702,Male,18-24,10,97303
1703,Male,18-24,15,77047
1704,Male,25-34,4,98926
1705,Female,18-24,4,85033
1706,Male,25-34,20,19134
1707,Male,50-55,1,95070
1708,Male,25-34,0,64106
1709,Male,25-34,0,73147
1710,Male,18-24,0,94530
1711,Female,18-24,4,30134
1712,Male,25-34,0,73003
1713,Male,25-34,0,47421
1714,Male,25-34,17,43212
1715,Male,25-34,16,53406
1716,Male,25-34,0,43229
1717,Female,50-55,6,30307
1718,Male,18-24,4,43235
1719,Male,18-24,16,60523
1720,Male,18-24,4,94720
1721,Male,18-24,19,70043
1722,Male,35-44,0,72058
1723,Male,35-44,17,60103
1724,Male,18-24,4,00961
1725,Male,18-24,19,67218
1726,Male,25-34,2,60160
1727,Male,35-44,16,50317
1728,Male,18-24,4,11710-1641
1729,Male,25-34,7,53715
1730,Female,18-24,4,60137
1731,Female,18-24,0,91601
1732,Male,18-24,4,13655
1733,Male,18-24,14,43725
1734,Male,45-49,17,94602
1735,Male,18-24,20,30605
1736,Male,56+,8,00606
1737,Male,35-44,20,46614
1738,Male,35-44,16,30034
1739,Male,56+,16,77079
1740,Male,56+,1,96153
1741,Male,35-44,7,91107
1742,Male,25-34,15,08109
1743,Male,35-44,17,77566
1744,Male,35-44,12,50325
1745,Male,45-49,0,94114
1746,Male,25-34,4,33157
1747,Male,25-34,0,90638
1748,Male,50-55,1,04240
1749,Male,25-34,2,10040
1750,Male,50-55,5,10128
1751,Male,35-44,20,77024
1752,Male,25-34,3,96813
1753,Male,35-44,6,90803
1754,Male,18-24,19,27028
1755,Female,18-24,4,77005
1756,Female,25-34,1,75149
1757,Male,25-34,4,75206
1758,Female,25-34,0,33067-1400
1759,Male,25-34,16,22112
1760,Female,25-34,3,90016
1761,Male,35-44,0,72058
1762,Male,25-34,14,75230
1763,Male,35-44,7,76248
1764,Male,18-24,0,75149
1765,Male,18-24,4,13655
1766,Female,45-49,0,94566
1767,Male,25-34,20,75205
1768,Male,45-49,16,75067
1769,Male,25-34,17,75240
1770,Male,35-44,16,79605
1771,Male,25-34,17,75044
1772,Male,56+,2,90680
1773,Male,18-24,4,07030
1774,Male,25-34,17,99003
1775,Male,25-34,4,70115
1776,Male,25-34,0,45801
1777,Male,25-34,20,17022
1778,Male,18-24,4,94704
1779,Male,18-24,1,78133
1780,Male,35-44,1,22181
1781,Female,35-44,0,08009
1782,Male,45-49,0,23454
1783,Male,18-24,4,10027
1784,Male,18-24,20,18104
1785,Male,18-24,4,04901
1786,Male,45-49,1,85721
1787,Male,18-24,8,90210
1788,Male,45-49,2,19104
1789,Male,<18,10,19116
1790,Male,25-34,0,19152
1791,Male,18-24,4,19146
1792,Female,25-34,2,53523
1793,Male,25-34,4,20008
1794,Male,25-34,11,20878
1795,Male,18-24,17,20724
1796,Male,50-55,11,20852
1797,Male,35-44,7,52003
1798,Male,45-49,11,22204
1799,Male,35-44,11,70118
1800,Male,18-24,4,70118
1801,Female,25-34,6,54729
1802,Male,18-24,4,22903
1803,Male,25-34,2,50021
1804,Male,25-34,7,22314
1805,Male,18-24,4,22401
1806,Male,18-24,4,22032
1807,Male,18-24,17,20742
1808,Female,18-24,4,22031
1809,Female,25-34,14,12189
1810,Male,50-55,13,90210
1811,Male,56+,2,08825
1812,Female,25-34,12,48103
1813,Female,35-44,6,90035
1814,Male,50-55,7,10014
1815,Male,<18,1,30707
1816,Female,35-44,9,56007
1817,Male,35-44,1,53706
1818,Male,<18,8,02254
1819,Female,35-44,12,45249
1820,Male,25-34,20,50265
1821,Male,25-34,20,43315
1822,Female,25-34,0,53713
1823,Female,35-44,1,92801
1824,Female,18-24,4,43560
1825,Male,25-34,7,50310
1826,Male,45-49,11,49265
1827,Female,25-34,1,07721
1828,Male,18-24,4,07030
1829,Male,25-34,16,07302
1830,Male,18-24,4,12180
1831,Male,18-24,4,53190
1832,Female,18-24,4,14433
1833,Male,18-24,17,07030
1834,Male,35-44,5,10990
1835,Male,25-34,19,11501
1836,Male,25-34,0,10016
1837,Male,25-34,2,08817
1838,Male,35-44,7,10011
1839,Male,18-24,4,07940
1840,Male,25-34,12,11217
1841,Male,18-24,0,95037
1842,Male,18-24,4,53190
1843,Male,25-34,12,10014
1844,Female,18-24,4,53711
1845,Male,25-34,2,10002
1846,Male,45-49,12,95051
1847,Male,18-24,4,60047
1848,Male,35-44,5,10011
1849,Male,35-44,7,11747
1850,Male,18-24,5,12582
1851,Male,25-34,19,59602
1852,Male,25-34,12,10036
1853,Male,50-55,0,90803
1854,Male,25-34,0,92346
1855,Male,18-24,4,93004
1856,Male,56+,7,92065
1857,Male,<18,10,92106
1858,Female,18-24,4,59715
1859,Female,25-34,4,66049
1860,Male,56+,16,94591
1861,Male,50-55,16,92129
1862,Male,50-55,14,95129
1863,Male,18-24,4,90048
1864,Male,35-44,7,94306
1865,Female,18-24,1,94606
1866,Male,25-34,7,94043
1867,Male,50-55,7,95008
1868,Male,50-55,11,92346
1869,Male,45-49,14,95148
1870,Male,56+,13,85248
1871,Female,45-49,1,46774
1872,Male,50-55,20,92106
1873,Male,35-44,7,02127
1874,Male,45-49,7,95076
1875,Male,35-44,12,94107
1876,Male,25-34,12,92024
1877,Female,45-49,20,90069
1878,Male,<18,10,92846
1879,Male,25-34,4,29732
1880,Male,35-44,0,91006
1881,Male,35-44,2,95008
1882,Male,35-44,16,92352
1883,Female,50-55,0,94521
1884,Male,45-49,20,93108
1885,Male,50-55,17,94611
1886,Male,25-34,12,94086
1887,Male,56+,15,92119
1888,Male,35-44,12,95124
1889,Male,18-24,14,80023
1890,Male,50-55,6,94702
1891,Male,45-49,1,91335
1892,Male,25-34,20,90066
1893,Female,35-44,0,90024
1894,Female,35-44,7,94602
1895,Male,35-44,14,89119
1896,Male,56+,13,92115
1897,Female,50-55,2,94530
1898,Male,25-34,12,91101
1899,Female,45-49,6,02135
1900,Male,56+,12,94109
1901,Male,50-55,7,94024
1902,Male,25-34,19,93536
1903,Male,35-44,0,90401
1904,Male,18-24,1,30115
1905,Female,35-44,20,94118
1906,Female,25-34,5,91311
1907,Male,35-44,17,94804
1908,Male,56+,13,95129
1909,Male,18-24,4,89146
1910,Male,<18,10,94707
1911,Female,18-24,4,92805
1912,Male,25-34,4,91325
1913,Male,25-34,17,95126
1914,Female,35-44,14,95051
1915,Male,50-55,13,01938
1916,Male,45-49,7,90405
1917,Male,18-24,10,92704
1918,Female,45-49,6,95209
1919,Male,<18,0,94525
1920,Female,35-44,7,80122
1921,Male,56+,12,92780
1922,Female,25-34,7,94303
1923,Male,35-44,7,90026
1924,Female,56+,6,90630
1925,Male,50-55,7,92886
1926,Female,<18,0,95404
1927,Male,35-44,7,94806
1928,Male,<18,10,94501
1929,Female,<18,10,91107
1930,Male,25-34,15,94550
1931,Male,25-34,2,94114
1932,Male,25-34,7,94114
1933,Male,18-24,19,94703
1934,Male,25-34,17,95014
1935,Male,<18,10,90405
1936,Male,35-44,0,90026
1937,Male,25-34,11,92335
